text	vaccine	attitude	side_effects
A friend of mine got their 2nd dose of the Pfizer #COVID vaccine today. The only side effect they experienced was a sore arm for 24 hours. Drinking plenty of water also helped out. #COVID19	Pfizer	Neutral	Muscle Pain,Other
Help Can COVID 19 vaccines be mixed and matched Like 1st dose Astra Zeneca ad scold dose moderna. Dreadfull experience with 119	AstraZeneca	Negative	Other
I've had both Moderna vaccines.. mostly sore arm and sleepy for a few days.. that's it for me	Moderna	Neutral	Muscle Pain,Other
I share your pain. AZ X 2 + Pfizer boosted & Covid Positive. Wednesday for me too only a day after telling the boss RAT test negative. Felt fair this morning until now temperature has shot up again. Stay safe take care	Pfizer	Negative	Fever,Other
I share your pain. AZ X 2 + Pfizer boosted & Covid Positive. Wednesday for me too only a day after telling the boss RAT test negative. Felt fair this morning until now temperature has shot up again. Stay safe take care	AstraZeneca		
Pfizer booster after two AstraZeneca jabs. I had a slightly sore arm for about a day, and that was it.	Pfizer	Negative	Muscle Pain
Pfizer booster after two AstraZeneca jabs. I had a slightly sore arm for about a day, and that was it.	AstraZeneca	Neutral	No Details
Funny you should say that. It feels like I felt after the booster, Moderna jab for a day or so. Tired and running a temperature.	Moderna	Negative	Tiredness,Fever
Kudos to the one who jabbed or injected my arm as I did not feel any pain or discomfort considering how thin/small my upper arm is. And kudos also to the national gov't, the QC lgu & everyone who contributed in the #vaccine rollout. #Sinovac #vaccinated #firstdose	Sinovac	Positive	None
Really sick of Oxford University / AstraZeneca vaccine demonisers like yourself. Your comment is not only factually baseless, it's bloody dangerous.	AstraZeneca	Positive	None
I get rid of all pfizer products even your vitamins no trust in your company if your vaccines make all these people sick how is the rest of your products	Pfizer	Negative	No Details
My shoulder was a bit sore after my 2nd Pfizer, but that's it. Hope to get my third in a couple of days, pending availability.	Pfizer	Positive	Muscle Pain
I had COVID in November then got the Moderna vaccine in Jan. No side effects either time other than a sore arm and slight HA afterwards.	Moderna	Positive	Headache,Muscle Pain
No, they are charging those countries, or put strings attached to them, we aren’t- it’s going to to countries that can’t afford them. Besides, we are giving all of the AstraZeneca vaccines out too. For FREE.	AstraZeneca	Neutral	No Details
Dont break my heart achei mais moderna	Moderna	Neutral	No Details
Moderna is safe to have with Pfizer both are mRNA & are compatible. Best thing you can do on the day of your vaccine is make sure you’re well hydrated, it helps. Also post injection move your arm around helps with muscle soreness, shoulder rolls & arm raises up & out to the side	Pfizer	Positive	Muscle Pain
Moderna is safe to have with Pfizer both are mRNA & are compatible. Best thing you can do on the day of your vaccine is make sure you’re well hydrated, it helps. Also post injection move your arm around helps with muscle soreness, shoulder rolls & arm raises up & out to the side	Moderna	Positive	Muscle Pain
18 hours after my booster (3rd time I got Moderna), and I'm still fine. Just a sore arm, like the last three times.	Moderna	Positive	Muscle Pain
Considering i only have JJ and a half dose of Moderna I have a sick superiority complex for managing to avoid a round 2 while all my friends succumb	Moderna	Negative	No Details
Had an extreme reaction to Pfizer vaccine. Heart palpitations, blood pressure rocketing, stomach pains, breathing difficulty, headache, extreme fatigue, numb and tingling legs. Now referred for ECG. Looks like myocarditis/pericarditis often caused by a virus. Lucky (rare) me.	Pfizer	Negative	Headache,Tiredness,Muscle Pain,Other
I am curious to see how I'm going to feel when I wake up after I got my Moderna booster shot this afternoon, and if the side effects are similar to my 2nd shot. So far it feels like it's trending that way, I feel tired and my arm is pretty sore lol. Prob be in bed all day 2m	Moderna	Neutral	Tiredness,Muscle Pain
i didn't react to the first two doses of pfizer but im hoping i'll get moderna tomorrow and apparently that has a bigger risk of making you sick for a few days	Pfizer	Neutral	None
i didn't react to the first two doses of pfizer but im hoping i'll get moderna tomorrow and apparently that has a bigger risk of making you sick for a few days	Moderna	Neutral	No Details
I'm really scared of needles, but for both vaccines, it was just another needle. Used a drive thru clinic, with someone else driving. I had Pfizer first - mainly tired for a few days. Moderna for the second - no reaction at all really. Feel good it's done.	Pfizer	Neutral	Tiredness
I'm really scared of needles, but for both vaccines, it was just another needle. Used a drive thru clinic, with someone else driving. I had Pfizer first - mainly tired for a few days. Moderna for the second - no reaction at all really. Feel good it's done.	Moderna	Positive	None
Six hours and a bit post-vaccine (Pfizer, first dose), and I hurt like hell. My left arm (where I was injected) is in pain, from the shoulder right down to my fingertips, I have a fierce headache, and generalised muscle pain and tiredness. Still worth it tho.	Pfizer	Positive	Headache,Tiredness,Muscle Pain
I got Moderna and just felt kind of blah, nothing else. I massaged my arm afterwards, so it wasn’t sore!	Moderna	Neutral	None
A day after my Pfizer booster I was exhausted, with head, bone and muscle aches. 24 hours later they had gone.	Pfizer	Neutral	Headache,Tiredness,Muscle Pain
Got the first dose of the #AstraZeneca vaccine today. So far I am okay. The process was smooth and commendable, although we were told it won't take more than an hour by friends, but it took us 2.5 hours to get through the whole process so we were quite tired. Thank you 	AstraZeneca	Positive	None
Even though I'm fully vaxxed #Moderna, the Delta variant is scary. It's back to masks in busy retail stores. People are sick and dying, esp. in Trump/vaccine hesitancy states. It's also spooking the markets. I might retire in 3 years. I need a healthy 401(k). And I dabble, too.	Moderna	Neutral	None
I'm triple jabbed, three Pfizer shots. A bit of a sore arm with the first two not even that with the third.	Pfizer	Neutral	Muscle Pain
I hate needles - HATE - but, I barely felt it! My arm was sore for about 3 days (had Moderna) and I was tired the next day. It was a weekend and thankfully I could rest. Process was smooth as better... sign in, show health card, wait a min, then post vaccine wait 15 min and go!	Moderna	Neutral	Tiredness,Muscle Pain
Sinovac low efficacy rate and the apparent lack of transparency regarding the Chinese vaccine, spark skepticism. Eh kumusta naman ang efficacy and lack of transparency ng China-sponsored government?	Sinovac	Negative	None
I know alot of people follow you for vaccine info. I just had my second dose of Moderna yesterday... Still feeling completely fine besides the sore injection site!	Moderna	Neutral	Muscle Pain
Well those vaccine side effects were a bucket of fun. If anyone travels heavily, I'll say they were less than a Yellow Fever vaccine but enough to make you call your mom because your far away and want her to tuck you in to bed. #covid19 #AstraZeneca #shot1	AstraZeneca	Neutral	None
My lola who was dementia had no idea she got vaccinated at all (Astra Zeneca). She's not even aware there's a pandemic Thankful that she did not show any major or minor post-vaccine symptoms. Except the shoulder pain of course.	AstraZeneca	Positive	Muscle Pain
38 degree fever, high level of body, joint & skin pain. I have headache too but I hardly feel it. #modernavaccine #moderna	Moderna	Negative	Headache,Muscle Pain,Fever
Day 2 at around 2:30am my arm started throbbing followed by shivers and fever. I have never shivered so much. It was as if every dormant pulse activated and blood flow increased. Shivers lasted for 3 hours and fever is still on Panadol helped #COVID19Aus #vaccine #AstraZeneca	AstraZeneca	Negative	Fever,Other
I am also tired of stupid arguments, which is exactly why I reacted. Yes, if there is a fully open choice between the 2 vaccines available in Australia, I would choose Pfizer. That doesn't mean that AZ is a very effective vaccine.	Pfizer	Positive	None
I am also tired of stupid arguments, which is exactly why I reacted. Yes, if there is a fully open choice between the 2 vaccines available in Australia, I would choose Pfizer. That doesn't mean that AZ is a very effective vaccine.	AstraZeneca	Negative	None
Hope you're over it quickly! My booster was nearly a null reaction, like my AstraZeneca. 2nd dose I was exhausted for 36 hours. Booster just had a slightly sore arm (if I lifted it over my head, or 2 year old hit it).	AstraZeneca	Positive	Tiredness,Muscle Pain
Getting tired of the mixed messaging re: Covid. Justin Bates, CEO of the Ontario Pharmacologists Assoc., says Moderna has much greater efficacy & then says Pfizer and Moderna are “the same”.	Pfizer	Neutral	None
Getting tired of the mixed messaging re: Covid. Justin Bates, CEO of the Ontario Pharmacologists Assoc., says Moderna has much greater efficacy & then says Pfizer and Moderna are “the same”.	Moderna	Neutral	None
Vaccine update for those who are interested. I had my first Pfizer shot on Friday. No Covid symptoms at all, just a really sore arm on Saturday and I was a bit ‘pap’ all weekend, but I spent most of the weekend on my couch and today I’m pretty much back to normal.	Pfizer	Positive	Muscle Pain
Yes, had Pfizer booster a week before catching it. Was pretty sick for about a week, and now only just getting over it.	Pfizer	Positive	No Details
Hi Sarah :) I got the Moderna vaccine, it was just a little pinch for the actual injection and then I just had some arm pain for ~2 days. Good luck, you got this!	Moderna	Positive	Muscle Pain
Pfizer Booster might as well have been a water injection for all the effect it had on anyone in my family and friends. Two of us felt tired about 2 hours after the injection and that was it. We all had a little tenderness at injection site but that’s the same for any vaccination	Pfizer	Positive	Tiredness
I got my 2nd dose of the Pfizer COVID-19 vaccine yesterday. It feels good to have it done. Fortunately the only side effect is a sore arm, which is already feeling better, and didn’t get as sore as it did after the first shot.	Pfizer	Positive	Muscle Pain
